Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Petrol,11.9,8.5,10.4,27,242,1.0,8.5,3.4000000000000004
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Petrol,11.7,9.6,10.7,26,256,1.0,9.6,2.0999999999999996
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS6,Petrol,12.0,10.0,11.1,25,263,1.0,10.0,2.0
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Petrol,13.8,10.4,12.2,23,287,1.0,10.4,3.4000000000000004
VOLVO,S60 T5,COMPACT,2.0,4,AS8,Petrol,9.6,7.0,8.4,34,198,1.0,7.0,2.5999999999999996
VOLVO,S60 T5 AWD,COMPACT,2.0,4,AS8,Petrol,10.7,7.8,9.4,30,219,1.0,7.8,2.8999999999999995
VOLVO,S60 INSCRIPTION T5,COMPACT,2.0,4,AS8,Petrol,9.6,7.0,8.4,34,198,1.0,7.0,2.5999999999999996
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.0,4,AS8,Petrol,10.7,7.8,9.4,30,219,1.0,7.8,2.8999999999999995
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Petrol,10.9,7.7,9.5,30,221,1.0,7.7,3.2
VOLVO,S60 POLESTAR,COMPACT,2.0,4,AS8,Petrol,11.8,8.5,10.3,27,241,1.0,8.5,3.3000000000000007
VOLVO,S60 CC T5 AWD,COMPACT,2.0,4,AS8,Petrol,10.8,7.8,9.4,30,220,1.0,7.8,3.000000000000001
VOLVO,S90 T5,MID-SIZE,2.0,4,AS8,Petrol,10.1,7.0,8.7,32,204,1.0,7.0,3.0999999999999996
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Petrol,10.8,7.6,9.4,30,219,1.0,7.6,3.200000000000001
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,Petrol,9.6,7.0,8.4,34,198,1.0,7.0,2.5999999999999996
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Petrol,10.7,7.8,9.4,30,219,1.0,7.8,2.8999999999999995
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Petrol,10.9,7.7,9.5,30,221,1.0,7.7,3.2
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2.0,4,AS8,Petrol,11.8,8.5,10.3,27,241,1.0,8.5,3.3000000000000007
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Petrol,10.8,7.8,9.4,30,220,1.0,7.8,3.000000000000001
VOLVO,V90 T5,STATION WAGON - MID-SIZE,2.0,4,AS8,Petrol,10.1,7.0,8.7,32,204,1.0,7.0,3.0999999999999996
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Petrol,10.8,7.6,9.4,30,219,1.0,7.6,3.200000000000001
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Petrol,10.7,7.9,9.4,30,221,1.0,7.9,2.799999999999999
VOLVO,XC60 T5,SUV - SMALL,2.0,4,AS8,Petrol,10.4,7.8,9.2,31,216,1.0,7.8,2.6000000000000005
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Petrol,11.3,8.4,10.0,28,233,1.0,8.4,2.9000000000000004
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Petrol,11.7,8.7,10.4,27,244,1.0,8.7,3.0
VOLVO,XC90 T5,SUV - STANDARD,2.0,4,AS8,Petrol,10.6,9.1,10.0,28,232,1.0,9.1,1.5
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Petrol,10.8,9.5,10.2,28,239,1.0,9.5,1.3000000000000007
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Petrol,11.5,9.6,10.6,27,249,1.0,9.6,1.9000000000000004
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Petrol,12.6,9.0,11.0,26,259,1.0,9.0,3.5999999999999996
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Petrol,12.2,9.0,10.7,26,251,1.0,9.0,3.1999999999999993
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Petrol,12.4,8.7,10.7,26,250,1.0,8.7,3.700000000000001
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Petrol,11.4,7.7,9.8,29,228,1.0,7.7,3.7
ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Petrol,12.0,8.2,10.3,27,240,1.0,8.2,3.8000000000000007
ALFA ROMEO,4C COUPE,TWO-SEATER,1.8,4,AM6,Petrol,9.7,6.9,8.4,34,197,1.0,6.9,2.799999999999999
ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Petrol,9.7,6.9,8.4,34,197,1.0,6.9,2.799999999999999
ALFA ROMEO,GIULIA,MID-SIZE,2.0,4,A8,Petrol,10.0,7.2,8.7,32,205,1.0,7.2,2.8
ALFA ROMEO,GIULIA AWD,MID-SIZE,2.0,4,A8,Petrol,10.5,7.7,9.2,31,217,1.0,7.7,2.8
ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Petrol,13.8,9.6,11.9,24,280,1.0,9.6,4.200000000000001
ALFA ROMEO,STELVIO AWD,SUV - SMALL,2.0,4,A8,Petrol,10.8,8.3,9.6,29,226,1.0,8.3,2.5
ALFA ROMEO,STELVIO QUADRIFOGLIO,SUV - SMALL,2.9,6,A8,Petrol,14.1,10.4,12.4,23,292,1.0,10.4,3.6999999999999993
ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,A8,Petrol,13.0,9.8,11.5,25,271,1.0,9.8,3.1999999999999993
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Petrol,15.5,11.4,13.7,21,322,1.0,11.4,4.1
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Petrol,16.7,10.9,14.1,20,332,1.0,10.9,5.799999999999999
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Petrol,17.5,11.4,14.7,19,346,1.0,11.4,6.1
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,Petrol,9.7,7.5,8.7,32,205,1.0,7.5,2.1999999999999993
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,Petrol,10.8,8.0,9.5,30,223,1.0,8.0,2.8000000000000007
AUDI,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Petrol,10.6,7.5,9.2,31,216,1.0,7.5,3.0999999999999996
AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Petrol,11.5,8.2,10.0,28,235,1.0,8.2,3.3000000000000007
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Petrol,11.5,8.2,10.0,28,235,1.0,8.2,3.3000000000000007
AUDI,A8,FULL-SIZE,3.0,6,AS8,Petrol,12.6,8.0,10.5,27,247,1.0,8.0,4.6
AUDI,A8,FULL-SIZE,4.0,8,AS8,Petrol,15.1,9.1,12.4,23,290,1.0,9.1,6.0
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Petrol,15.1,9.1,12.4,23,290,1.0,9.1,6.0
AUDI,Q3,COMPACT,2.0,4,AS6,Petrol,11.6,8.3,10.1,28,236,1.0,8.3,3.299999999999999
AUDI,Q3 QUATTRO,COMPACT,2.0,4,AS6,Petrol,11.9,8.4,10.3,27,240,1.0,8.4,3.5
AUDI,Q5,SUV - SMALL,2.0,4,AS7,Petrol,10.4,8.6,9.6,29,226,1.0,8.6,1.8000000000000007
AUDI,Q7,SUV - STANDARD,2.0,4,AS8,Petrol,12.2,9.5,11.0,26,258,1.0,9.5,2.6999999999999993
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Petrol,12.6,9.4,11.1,25,260,1.0,9.4,3.1999999999999993
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Petrol,17.0,9.6,13.7,21,318,1.0,9.6,7.4
AUDI,S8,MID-SIZE,4.0,8,AS8,Petrol,16.2,9.9,13.4,21,313,1.0,9.9,6.299999999999999
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Petrol,10.1,7.8,9.1,31,209,1.0,7.8,2.3
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,Petrol,10.1,7.8,9.1,31,209,1.0,7.8,2.3
AUDI,TTS COUPE,SUBCOMPACT,2.0,4,AM6,Petrol,10.3,8.6,9.5,30,222,1.0,8.6,1.700000000000001
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Petrol,18.8,12.2,15.9,18,370,1.0,12.2,6.600000000000001
BENTLEY,CONTINENTAL GT CONVERTIBLE,COMPACT,6.0,12,AS8,Petrol,20.4,12.0,16.6,17,389,1.0,12.0,8.399999999999999
BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6.0,12,AS8,Petrol,20.4,12.0,16.6,17,389,1.0,12.0,8.399999999999999
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8,AS8,Petrol,18.8,10.7,15.1,19,353,1.0,10.7,8.100000000000001
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Petrol,20.4,12.0,16.6,17,389,1.0,12.0,8.399999999999999
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Petrol,20.9,13.0,17.3,16,405,1.0,13.0,7.899999999999999
BMW,230i COUPE,SUBCOMPACT,2.0,4,AS8,Petrol,9.8,6.8,8.4,34,197,1.0,6.8,3.000000000000001
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Petrol,10.2,7.2,8.9,32,208,1.0,7.2,2.999999999999999
BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Petrol,9.9,7.1,8.6,33,202,1.0,7.1,2.8000000000000007
BMW,328d xDRIVE,COMPACT,2.0,4,AS8,Diesel,7.8,5.9,7.0,40,184,0.9,5.9,1.8999999999999995
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Diesel,7.8,5.9,7.0,40,184,0.9,5.9,1.8999999999999995
BMW,330i xDRIVE,COMPACT,2.0,4,AS8,Petrol,10.2,7.2,8.9,32,208,1.0,7.2,2.999999999999999
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Petrol,10.2,7.2,8.9,32,208,1.0,7.2,2.999999999999999
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Petrol,10.2,7.2,8.9,32,208,1.0,7.2,2.999999999999999
BMW,340i,COMPACT,3.0,6,AS8,Petrol,9.2,6.2,7.8,36,183,1.0,6.2,2.999999999999999
BMW,340i xDRIVE,COMPACT,3.0,6,AS8,Petrol,11.1,7.5,9.5,30,223,1.0,7.5,3.5999999999999996
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Petrol,11.8,7.9,10.0,28,235,1.0,7.9,3.9000000000000004
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Petrol,10.7,7.3,9.1,31,214,1.0,7.3,3.3999999999999995
BMW,430i xDRIVE COUPE,COMPACT,2.0,4,AS8,Petrol,10.2,7.2,8.9,32,208,1.0,7.2,2.999999999999999
BMW,430i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Petrol,10.2,7.2,8.9,32,208,1.0,7.2,2.999999999999999
BMW,440i COUPE,COMPACT,3.0,6,AS8,Petrol,9.2,6.2,7.8,36,183,1.0,6.2,2.999999999999999
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,11.8,7.9,10.0,28,235,1.0,7.9,3.9000000000000004
BMW,440i xDRIVE COUPE,COMPACT,3.0,6,AS8,Petrol,11.1,7.5,9.5,30,223,1.0,7.5,3.5999999999999996
BMW,440i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Petrol,11.1,7.5,9.5,30,223,1.0,7.5,3.5999999999999996
BMW,530i xDRIVE,MID-SIZE,2.0,4,AS8,Petrol,10.2,7.2,8.9,32,208,1.0,7.2,2.999999999999999
BMW,540i xDRIVE,MID-SIZE,3.0,6,AS8,Petrol,11.6,8.1,10.0,28,236,1.0,8.1,3.5
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,12.3,8.4,10.5,27,248,1.0,8.4,3.9000000000000004
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Petrol,12.3,8.4,10.5,27,248,1.0,8.4,3.9000000000000004
BMW,640i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Petrol,11.9,8.4,10.3,27,241,1.0,8.4,3.5
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Petrol,14.7,9.6,12.4,23,292,1.0,9.6,5.1
BMW,650i xDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Petrol,14.0,10.0,12.2,23,286,1.0,10.0,4.0
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Petrol,14.7,9.6,12.4,23,292,1.0,9.6,5.1
BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Petrol,14.7,9.6,12.4,23,292,1.0,9.6,5.1
BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Petrol,14.3,9.4,12.1,23,283,1.0,9.4,4.9
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Petrol,14.7,9.6,12.4,23,292,1.0,9.6,5.1
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,10.9,7.7,9.5,30,222,1.0,7.7,3.2
BMW,M240i COUPE,SUBCOMPACT,3.0,6,AS8,Petrol,10.9,7.7,9.5,30,222,1.0,7.7,3.2
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Petrol,11.2,7.8,9.7,29,227,1.0,7.8,3.3999999999999995
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Petrol,11.2,7.8,9.7,29,227,1.0,7.8,3.3999999999999995
BMW,M550i xDRIVE,MID-SIZE,4.4,8,AS8,Petrol,14.3,9.4,12.1,23,283,1.0,9.4,4.9
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Petrol,17.7,11.9,15.1,19,355,1.0,11.9,5.799999999999999
BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Petrol,10.7,7.5,9.3,30,217,1.0,7.5,3.1999999999999993
BMW,X2 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Petrol,11.0,7.7,9.5,30,222,1.0,7.7,3.3
BMW,X3 xDRIVE30i,SUV - SMALL,2.0,4,AS8,Petrol,10.8,8.0,9.5,30,223,1.0,8.0,2.8000000000000007
BMW,X3 M40i,SUV - SMALL,3.0,6,AS8,Petrol,11.7,8.6,10.3,27,241,1.0,8.6,3.0999999999999996
BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Petrol,11.8,8.6,10.3,27,240,1.0,8.6,3.200000000000001
BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Petrol,12.9,9.5,11.4,25,266,1.0,9.5,3.4000000000000004
BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6,AS8,Diesel,10.3,8.0,9.3,30,246,0.9,8.0,2.3000000000000007
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Petrol,13.0,9.8,11.5,25,270,1.0,9.8,3.1999999999999993
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Petrol,15.4,11.2,13.5,21,317,1.0,11.2,4.200000000000001
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Petrol,16.6,12.1,14.6,19,341,1.0,12.1,4.500000000000002
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Petrol,13.0,9.8,11.5,25,270,1.0,9.8,3.1999999999999993
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Petrol,15.4,11.2,13.5,21,317,1.0,11.2,4.200000000000001
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Petrol,16.6,12.1,14.6,19,341,1.0,12.1,4.500000000000002
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,AS9,Petrol,12.9,9.0,11.2,25,263,1.0,9.0,3.9000000000000004
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,AS9,Petrol,13.8,9.4,11.8,24,277,1.0,9.4,4.4
BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,Petrol,9.3,7.2,8.3,34,194,1.0,7.2,2.1000000000000005
BUICK,ENCORE (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,Petrol,8.6,7.1,7.9,36,185,1.0,7.1,1.5
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,AS6,Petrol,9.9,7.8,8.9,32,210,1.0,7.8,2.1000000000000005
BUICK,ENCORE AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,Petrol,9.0,7.6,8.3,34,196,1.0,7.6,1.4000000000000004
BUICK,ENVISION AWD,SUV - SMALL,2.0,4,A6,Petrol,11.8,9.1,10.6,27,248,1.0,9.1,2.700000000000001
BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,Petrol,11.1,8.6,10.0,28,234,1.0,8.6,2.5
BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,Petrol,11.3,7.9,9.7,29,228,1.0,7.9,3.4000000000000004
BUICK,LACROSSE eASSIST,MID-SIZE,2.5,4,A6,Petrol,9.3,6.7,8.1,35,190,1.0,6.7,2.6000000000000005
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS9,Petrol,11.8,8.0,10.1,28,237,1.0,8.0,3.8000000000000007
BUICK,REGAL,FULL-SIZE,2.0,4,AS9,Petrol,10.7,7.4,9.2,31,217,1.0,7.4,3.299999999999999
BUICK,REGAL AWD,FULL-SIZE,2.0,4,AS8,Petrol,11.0,8.0,9.6,29,227,1.0,8.0,3.0
BUICK,REGAL AWD,FULL-SIZE,3.6,6,AS9,Petrol,12.4,8.7,10.7,26,250,1.0,8.7,3.700000000000001
CADILLAC,ATS,COMPACT,2.0,4,AS8,Petrol,10.5,7.7,9.2,31,216,1.0,7.7,2.8
CADILLAC,ATS,COMPACT,3.6,6,AS8,Petrol,11.6,8.0,10.0,28,234,1.0,8.0,3.5999999999999996
CADILLAC,ATS AWD,COMPACT,2.0,4,AS8,Petrol,10.8,7.9,9.5,30,222,1.0,7.9,2.9000000000000004
CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,Petrol,12.1,8.6,10.5,27,247,1.0,8.6,3.5
CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Petrol,13.9,9.4,11.9,24,291,1.0,9.4,4.5
CADILLAC,CT6,FULL-SIZE,2.0,4,AS8,Petrol,11.0,7.8,9.5,30,224,1.0,7.8,3.2
CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Petrol,13.0,9.1,11.2,25,263,1.0,9.1,3.9000000000000004
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,Petrol,13.0,8.9,11.1,25,261,1.0,8.9,4.1
CADILLAC,CTS,MID-SIZE,2.0,4,AS8,Petrol,11.0,7.8,9.5,30,224,1.0,7.8,3.2
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,Petrol,11.6,8.0,10.0,28,234,1.0,8.0,3.5999999999999996
CADILLAC,CTS AWD,MID-SIZE,2.0,4,AS8,Petrol,11.2,8.2,9.8,29,229,1.0,8.2,3.0
CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,Petrol,12.1,8.6,10.5,27,247,1.0,8.6,3.5
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Petrol,15.0,9.9,12.7,22,311,1.0,9.9,5.1
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Petrol,16.5,11.1,14.0,20,329,1.0,11.1,5.4
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Petrol,16.6,10.9,14.0,20,329,1.0,10.9,5.700000000000001
CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,Petrol,12.1,8.9,10.6,27,250,1.0,8.9,3.1999999999999993
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,Petrol,12.8,9.3,11.2,25,263,1.0,9.3,3.5
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,Petrol,13.2,8.5,11.1,25,260,1.0,8.5,4.699999999999999
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,Petrol,13.7,9.0,11.6,24,272,1.0,9.0,4.699999999999999
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Petrol,15.0,10.2,12.8,22,302,1.0,10.2,4.800000000000001
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Petrol,10.8,7.6,9.4,30,220,1.0,7.6,3.200000000000001
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,Petrol,12.3,8.2,10.4,27,246,1.0,8.2,4.100000000000001
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Petrol,14.2,8.7,11.7,24,273,1.0,8.7,5.5
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Petrol,18.8,11.3,15.4,18,361,1.0,11.3,7.5
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,Petrol,9.8,8.8,9.3,30,218,1.0,8.8,1.0
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.1,9.2,10.8,26,253,1.0,9.2,2.9000000000000004
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,10.8,8.0,9.6,29,257,0.9,8.0,2.8000000000000007
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,13.4,9.6,11.7,24,274,1.0,9.6,3.8000000000000007
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.6,9.8,11.3,25,266,1.0,9.8,2.799999999999999
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.1,8.3,10.4,27,279,0.9,8.3,3.799999999999999
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,14.1,10.0,12.2,23,288,1.0,10.0,4.1
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.5,10.7,11.7,24,315,0.9,10.7,1.8000000000000007
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,15.0,13.0,14.1,20,331,1.0,13.0,2.0
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Petrol,15.5,9.2,12.7,22,297,1.0,9.2,6.300000000000001
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Petrol,17.6,10.3,14.3,20,336,1.0,10.3,7.300000000000001
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,Petrol,8.0,5.9,7.1,40,166,1.0,5.9,2.0999999999999996
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,Petrol,8.1,6.0,7.2,39,169,1.0,6.0,2.0999999999999996
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,Diesel,7.7,5.0,6.5,43,175,0.9,5.0,2.7
CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,AS6,Petrol,8.1,6.2,7.3,39,172,1.0,6.2,1.8999999999999995
CHEVROLET,CRUZE HATCHBACK PREMIER,MID-SIZE,1.4,4,AS6,Petrol,8.4,6.4,7.5,38,176,1.0,6.4,2.0
CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,A9,Diesel,7.8,5.2,6.6,43,178,0.9,5.2,2.5999999999999996
CHEVROLET,EQUINOX,SUV - SMALL,1.5,4,A6,Petrol,9.2,7.3,8.3,34,195,1.0,7.3,1.8999999999999995
CHEVROLET,EQUINOX,SUV - SMALL,1.6,4,A6,Diesel,8.5,6.0,7.4,38,198,0.9,6.0,2.5
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.5,4,A6,Petrol,9.8,7.9,8.9,32,209,1.0,7.9,1.9000000000000004
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.6,4,A6,Diesel,8.5,6.1,7.4,38,198,0.9,6.1,2.4000000000000004
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.0,4,A9,Petrol,10.9,8.3,9.7,29,228,1.0,8.3,2.5999999999999996
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Petrol,10.9,7.9,9.5,30,224,1.0,7.9,3.0
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Petrol,12.7,8.5,10.8,26,254,1.0,8.5,4.199999999999999
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Electric,17.2,11.6,14.6,19,245,0.8,11.6,5.6
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,Petrol,8.8,6.5,7.8,36,181,1.0,6.5,2.3000000000000007
CHEVROLET,MALIBU,MID-SIZE,2.0,4,A9,Petrol,10.5,7.4,9.1,31,213,1.0,7.4,3.0999999999999996
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,Petrol,4.8,5.5,5.1,55,121,1.0,5.5,-0.7000000000000002
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,13.4,10.0,11.8,24,278,1.0,10.0,3.4000000000000004
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,19.3,14.4,17.1,17,284,0.8,14.4,4.9
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.6,10.3,12.7,22,298,1.0,10.3,4.299999999999999
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.6,10.3,12.7,22,298,1.0,10.3,4.299999999999999
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,19.7,13.9,17.1,17,283,0.8,13.9,5.799999999999999
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,14.9,10.9,13.1,22,307,1.0,10.9,4.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Petrol,15.9,11.2,13.8,20,324,1.0,11.2,4.700000000000001
CHEVROLET,SILVERADO eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,13.4,10.0,11.8,24,278,1.0,10.0,3.4000000000000004
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,14.1,10.6,12.5,23,294,1.0,10.6,3.5
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,20.2,15.2,18.0,16,296,0.8,15.2,5.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.0,10.7,13.1,22,307,1.0,10.7,4.300000000000001
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.0,10.7,13.1,22,307,1.0,10.7,4.300000000000001
